unix,partitioned,heights,header_heights,tips,mempools,peers,rss_mb
1790333599,false,260/260/260/260/260,260/260/260/260/260,62a3c885/62a3c885/62a3c885/62a3c885/62a3c885,1/1/1/1/1,4/4/4/4/4,276/276/279/276/276/264/264
1790333614,false,261/261/261/261/261,261/261/261/261/261,e0e580dc/e0e580dc/e0e580dc/e0e580dc/e0e580dc,0/0/0/0/0,4/4/4/4/4,276/276/279/276/276/264/264
1790333629,false,261/261/261/261/261,261/261/261/261/261,e0e580dc/e0e580dc/e0e580dc/e0e580dc/e0e580dc,0/0/0/0/0,4/4/4/4/4,276/276/279/276/276/264/264
1790333644,false,263/263/263/263/263,263/263/263/263/263,38b86c94/38b86c94/38b86c94/38b86c94/38b86c94,0/0/0/0/0,4/4/4/4/4,276/276/279/276/276/264/264
1790333659,false,265/265/265/265/265,265/265/265/265/265,ddba76df/ddba76df/ddba76df/ddba76df/ddba76df,1/1/2/1/1,4/4/4/4/4,276/276/279/276/276/264/264
1790333674,false,267/267/267/267/267,267/267/267/267/267,ae067041/ae067041/ae067041/ae067041/ae067041,0/0/0/0/0,4/4/4/4/4,276/276/279/276/276/264/262
1790333689,false,269/269/269/269/269,269/269/269/269/269,6cc450c8/6cc450c8/6cc450c8/6cc450c8/6cc450c8,2/2/2/0/1,4/4/4/4/4,276/276/279/276/276/264/264
1790333704,false,271/271/271/271/271,271/271/271/271/271,ef491081/ef491081/ef491081/ef491081/ef491081,0/0/0/0/0,4/4/4/4/4,276/276/279/276/276/264/264
1790333719,false,272/272/272/272/272,272/272/272/272/272,295a12d4/295a12d4/295a12d4/295a12d4/295a12d4,0/0/0/0/0,4/4/4/4/4,276/276/279/276/276/264/264
1790333734,false,273/273/273/273/273,273/273/273/273/273,fca790e9/fca790e9/fca790e9/fca790e9/fca790e9,0/0/0/0/0,4/4/4/4/4,276/276/281/276/276/264/264
1790333749,false,275/275/275/275/275,275/275/275/275/275,c9aa9345/c9aa9345/c9aa9345/c9aa9345/c9aa9345,1/2/1/1/1,4/4/4/4/4,276/276/279/276/276/264/264
1790333764,false,277/277/277/277/277,277/277/277/277/277,a01a739d/a01a739d/a01a739d/a01a739d/a01a739d,0/0/0/0/0,4/4/4/4/4,276/276/279/276/276/264/262
1790333780,false,279/279/280/279/279,280/280/280/280/280,760ee589/760ee589/739a2fec/760ee589/760ee589,0/0/0/0/0,4/4/4/4/4,277/276/279/276/276/264/262
1790333795,false,281/281/281/281/281,281/281/281/281/281,29f68e4b/29f68e4b/29f68e4b/29f68e4b/29f68e4b,1/1/1/1/1,4/4/4/4/4,277/276/279/276/276/264/264
1790333810,false,282/282/282/282/282,282/282/282/282/282,5d52e84f/5d52e84f/5d52e84f/5d52e84f/5d52e84f,0/0/0/0/0,4/4/4/4/4,277/276/279/276/276/264/264
1790333825,false,283/283/283/283/283,283/283/283/283/283,b05b0fa1/b05b0fa1/b05b0fa1/b05b0fa1/b05b0fa1,1/1/1/1/1,4/4/4/4/4,277/276/279/276/276/264/264
1790333840,false,285/285/285/285/285,285/285/285/285/285,42ceb8b5/42ceb8b5/42ceb8b5/42ceb8b5/42ceb8b5,0/0/0/0/0,4/4/4/4/4,277/276/279/276/276/264/264
1790333855,true,287/287/286/286/286,287/287/287/287/287,be87ceb0/be87ceb0/13d8f782/13d8f782/13d8f782,0/0/0/0/0,1/1/2/2/2,277/276/279/276/276/264/264
1790333870,true,287/287/286/286/286,287/287/287/287/287,be87ceb0/be87ceb0/13d8f782/13d8f782/13d8f782,0/0/2/2/2,1/1/2/2/2,277/276/279/277/276/264/264
1790333885,true,289/289/286/286/286,289/289/287/287/287,2c5fff7b/2c5fff7b/13d8f782/13d8f782/13d8f782,0/1/2/2/2,1/1/2/2/2,277/276/279/277/276/264/264
1790333900,true,290/290/286/286/286,290/290/287/287/287,e4c1b4db/e4c1b4db/13d8f782/13d8f782/13d8f782,0/0/3/3/3,1/1/2/2/2,277/276/279/277/276/264/264
1790333915,true,290/290/286/286/286,290/290/287/287/287,e4c1b4db/e4c1b4db/13d8f782/13d8f782/13d8f782,0/0/3/3/3,1/1/2/2/2,277/276/279/277/276/264/264
1790333971,true,295/294/286/286/286,295/295/287/287/287,c256ba0a/7e0d2824/13d8f782/13d8f782/13d8f782,0/0/3/3/3,1/1/2/2/2,278/289/279/277/276/264/265
1790333986,true,299/298/286/286/286,299/298/287/287/287,508934d0/2e79b12e/13d8f782/13d8f782/13d8f782,0/0/3/3/3,1/1/2/2/2,278/280/279/277/276/265/264
1790334001,true,301/301/286/286/286,301/301/287/287/287,e0c93de0/e0c93de0/13d8f782/13d8f782/13d8f782,0/0/4/4/4,1/1/2/2/2,278/278/280/277/276/264/264
1790334017,true,303/303/286/286/286,303/303/287/287/287,c9f5e5f8/c9f5e5f8/13d8f782/13d8f782/13d8f782,0/0/4/4/4,1/1/2/2/2,278/278/279/277/276/264/264
1790334032,true,305/304/286/286/286,305/304/287/287/287,ec05697a/07aea529/13d8f782/13d8f782/13d8f782,0/0/4/4/4,1/1/2/2/2,278/280/278/277/276/264/264
1790334047,false,305/305/305/305/305,305/305/305/305/305,ec05697a/ec05697a/ec05697a/ec05697a/ec05697a,0/0/3/3/3,4/4/4/4/4,278/278/281/278/278/264/264
1790334062,false,308/308/308/308/308,308/308/308/308/308,055ba065/055ba065/055ba065/055ba065/055ba065,0/0/3/3/3,4/4/4/4/4,278/278/281/278/278/264/264
1790334077,false,310/310/310/310/310,310/310/310/310/310,31cbe86d/31cbe86d/31cbe86d/31cbe86d/31cbe86d,0/0/0/0/0,4/4/4/4/4,278/278/281/278/278/262/264
1790334092,false,314/314/314/314/314,314/314/314/314/314,efc4f660/efc4f660/efc4f660/efc4f660/efc4f660,0/0/0/0/0,4/4/4/4/4,278/278/281/278/278/264/264
1790334107,false,315/315/315/315/315,315/315/315/315/315,4ca0dbe4/4ca0dbe4/4ca0dbe4/4ca0dbe4/4ca0dbe4,0/0/0/0/0,4/4/4/4/4,278/278/281/278/278/264/264
1790334122,false,318/318/318/318/318,318/318/318/318/318,c015f9b8/c015f9b8/c015f9b8/c015f9b8/c015f9b8,0/0/0/0/0,4/4/4/4/4,278/278/281/278/278/264/264
1790334137,false,319/319/319/319/319,319/319/319/319/319,4eeffbd7/4eeffbd7/4eeffbd7/4eeffbd7/4eeffbd7,0/0/0/0/0,4/4/4/4/4,278/278/281/278/278/264/264
1790334152,false,321/321/321/321/321,321/321/321/321/321,1c4eddb5/1c4eddb5/1c4eddb5/1c4eddb5/1c4eddb5,1/1/1/1/1,4/4/4/4/4,278/278/281/278/278/264/264
1790334167,false,323/323/323/323/323,323/323/323/323/323,96f3fd3c/96f3fd3c/96f3fd3c/96f3fd3c/96f3fd3c,1/1/0/1/1,4/4/4/4/4,278/278/281/278/278/264/264
1790334182,false,324/324/325/324/324,324/324/325/324/324,095f2ff5/095f2ff5/238e68ef/095f2ff5/095f2ff5,0/0/0/0/0,4/4/4/4/4,278/278/281/278/278/264/264
1790334198,false,325/325/325/325/325,325/325/325/325/325,238e68ef/238e68ef/238e68ef/238e68ef/238e68ef,1/1/1/0/1,4/4/4/4/4,278/279/281/278/278/264/264
1790334213,false,325/325/326/325/325,325/325/326/325/325,238e68ef/238e68ef/2736a92b/238e68ef/238e68ef,1/1/0/1/1,4/4/4/4/4,278/281/281/280/280/264/264
1790334228,false,327/327/327/327/327,327/327/327/327/327,5e1e535d/5e1e535d/5e1e535d/5e1e535d/5e1e535d,0/0/0/0/0,4/4/4/4/4,278/279/281/278/278/264/264
1790334243,false,329/329/329/329/329,329/329/329/329/329,d70a36ca/d70a36ca/d70a36ca/d70a36ca/d70a36ca,1/1/1/1/1,4/4/4/4/4,278/279/281/278/278/265/264
1790334258,false,329/329/330/329/329,330/330/330/330/330,d70a36ca/d70a36ca/a0718de2/d70a36ca/d70a36ca,1/1/0/1/1,4/4/4/4/4,278/279/281/278/278/264/264
1790334273,false,332/332/332/332/332,332/332/332/332/332,0b0bb708/0b0bb708/0b0bb708/0b0bb708/0b0bb708,0/0/0/0/0,4/4/4/4/4,278/279/281/278/278/265/264
1790334288,false,335/335/335/335/335,335/335/335/335/335,8fe3129a/8fe3129a/8fe3129a/8fe3129a/8fe3129a,1/1/1/1/1,4/4/4/4/4,278/279/281/278/278/265/264
1790334303,false,336/336/336/336/336,336/336/336/336/336,6288ea5d/6288ea5d/6288ea5d/6288ea5d/6288ea5d,1/1/1/1/1,4/4/4/4/4,279/279/281/278/278/265/264
1790334318,false,338/338/338/338/338,338/338/338/338/338,12a8c358/12a8c358/12a8c358/12a8c358/12a8c358,0/0/0/1/0,4/4/4/4/4,279/279/281/278/278/262/264
1790334333,false,340/340/340/340/340,340/340/340/340/340,141ac53a/141ac53a/141ac53a/141ac53a/141ac53a,1/1/1/1/1,4/4/4/4/4,279/279/281/278/279/265/264
1790334348,false,342/342/342/342/342,342/342/342/342/342,47171035/47171035/47171035/47171035/47171035,0/0/0/0/0,4/4/4/4/4,279/279/281/278/279/265/264
1790334364,false,343/343/343/343/343,343/343/343/343/343,8a728ff1/8a728ff1/8a728ff1/8a728ff1/8a728ff1,1/1/1/1/1,4/4/4/4/4,279/279/281/278/279/265/264
1790334379,false,343/343/344/343/343,343/343/344/343/343,8a728ff1/8a728ff1/1e25e24b/8a728ff1/8a728ff1,1/2/0/1/2,4/4/4/4/4,281/279/281/278/279/265/264
1790334395,false,345/344/344/344/344,345/344/344/344/344,cc598427/1e25e24b/1e25e24b/1e25e24b/1e25e24b,0/2/2/2/2,4/4/4/4/4,279/281/283/278/279/265/264
1790334456,false,351/351/352/351/351,351/351/352/351/351,f9e0b3c6/f9e0b3c6/d03b589a/f9e0b3c6/f9e0b3c6,0/0/0/0/0,4/4/4/4/4,283/280/281/281/279/265/264
1790334471,false,353/353/353/353/353,353/353/353/353/353,3dc45267/3dc45267/3dc45267/3dc45267/3dc45267,1/1/1/1/1,4/4/4/4/4,282/281/284/281/281/279/264
1790334486,false,355/355/355/355/355,355/355/355/355/355,ab72e3e0/ab72e3e0/ab72e3e0/ab72e3e0/ab72e3e0,0/0/0/0/0,4/4/4/4/4,282/281/284/281/281/264/265
1790334501,false,355/355/355/355/355,355/355/355/355/355,ab72e3e0/ab72e3e0/ab72e3e0/ab72e3e0/ab72e3e0,1/1/1/1/1,4/4/4/4/4,282/281/284/281/281/264/265
1790334516,false,357/357/357/357/357,357/357/357/357/357,857b6a62/857b6a62/857b6a62/857b6a62/857b6a62,0/0/0/0/0,4/4/4/4/4,282/281/284/281/281/264/265
1790334531,false,358/358/358/358/358,358/358/358/358/358,dc6a9c28/dc6a9c28/dc6a9c28/dc6a9c28/dc6a9c28,0/0/0/0/0,4/4/4/4/4,282/281/284/281/281/264/263
1790334547,false,361/361/361/361/361,361/361/361/361/361,70828273/70828273/70828273/70828273/70828273,0/1/0/0/1,4/4/4/4/4,282/281/284/281/281/264/265
1790334562,false,365/365/365/365/365,365/365/365/365/365,1d9a4ca6/1d9a4ca6/1d9a4ca6/1d9a4ca6/1d9a4ca6,1/1/1/1/1,4/4/4/4/4,282/281/284/281/281/264/265
1790334577,false,365/365/365/365/365,365/365/365/365/365,1d9a4ca6/1d9a4ca6/1d9a4ca6/1d9a4ca6/1d9a4ca6,2/2/2/2/2,4/4/4/4/4,282/281/284/281/281/264/265
1790334592,false,366/366/366/366/366,366/366/366/366/366,9cca0ed0/9cca0ed0/9cca0ed0/9cca0ed0/9cca0ed0,0/0/0/0/0,4/4/4/4/4,282/281/284/281/281/264/265
1790334607,false,367/367/367/367/367,367/367/367/367/367,83644d0c/83644d0c/83644d0c/83644d0c/83644d0c,0/0/0/0/0,4/4/4/4/4,282/281/284/281/281/264/265
1790334622,false,368/368/369/368/368,368/368/369/368/368,cb8eed99/cb8eed99/0364745b/cb8eed99/cb8eed99,1/0/0/1/1,4/4/4/4/4,282/283/284/283/281/264/265
1790334693,false,373/373/373/373/373,373/373/373/373/373,4151913c/4151913c/4151913c/4151913c/4151913c,0/0/0/0/0,4/4/4/4/4,283/281/288/297/281/264/265
1790334708,false,375/375/375/375/375,375/375/375/375/375,995753c1/995753c1/995753c1/995753c1/995753c1,0/0/0/0/0,4/4/4/4/4,283/282/286/283/283/264/265
1790334723,false,376/376/376/376/376,376/376/376/376/376,b0f1757a/b0f1757a/b0f1757a/b0f1757a/b0f1757a,1/1/1/1/1,4/4/4/4/4,284/283/286/283/282/264/270
1790334738,false,378/378/378/378/378,378/378/378/378/378,7fc8e207/7fc8e207/7fc8e207/7fc8e207/7fc8e207,0/0/0/0/0,4/4/4/4/4,284/283/287/283/282/264/264
1790334753,false,379/379/379/379/379,379/379/379/379/379,c5ed1cc1/c5ed1cc1/c5ed1cc1/c5ed1cc1/c5ed1cc1,0/0/0/0/0,4/4/4/4/4,284/283/287/283/282/264/264
1790334768,false,380/380/380/380/380,380/380/380/380/380,4bf6fe6d/4bf6fe6d/4bf6fe6d/4bf6fe6d/4bf6fe6d,0/0/0/0/0,4/4/4/4/4,284/283/287/283/282/264/264
1790334783,false,383/383/383/383/383,383/383/383/383/383,e8727cdd/e8727cdd/e8727cdd/e8727cdd/e8727cdd,0/0/0/0/0,4/4/4/4/4,284/283/287/283/283/264/264
1790334798,false,383/383/383/383/383,383/383/383/383/383,e8727cdd/e8727cdd/e8727cdd/e8727cdd/e8727cdd,1/1/1/1/1,4/4/4/4/4,284/283/287/283/283/264/264
1790334814,false,385/385/386/385/385,385/385/386/385/385,a27ff694/a27ff694/1dc31885/a27ff694/a27ff694,1/1/0/1/1,4/4/4/4/4,284/285/287/285/285/262/262
1790334829,false,387/387/387/387/387,387/387/387/387/387,0335a20a/0335a20a/0335a20a/0335a20a/0335a20a,1/1/1/1/1,4/4/4/4/4,284/283/287/284/283/264/264
1790334844,false,388/388/388/388/388,388/388/388/388/388,3eeb93f2/3eeb93f2/3eeb93f2/3eeb93f2/3eeb93f2,0/0/0/0/0,4/4/4/4/4,284/283/287/284/283/262/264
1790334859,false,390/390/390/390/390,390/390/390/390/390,3fb98f1b/3fb98f1b/3fb98f1b/3fb98f1b/3fb98f1b,0/1/1/1/1,4/4/4/4/4,284/283/287/284/283/264/264
1790334874,false,390/390/390/390/390,390/390/390/390/390,3fb98f1b/3fb98f1b/3fb98f1b/3fb98f1b/3fb98f1b,1/1/1/1/1,4/4/4/4/4,284/283/287/284/283/264/264
